Time,TX,TY,TZ
0.0,0,0,0.0
0.5,-0.237500000000000,-0.237500000000000,0.725
1.0,-0.900000000000000,-0.900000000000000,2.8
1.5,-1.91250000000000,-1.91250000000000,6.075000000000001
2.0,-3.20000000000000,-3.20000000000000,10.4
2.5,-4.68750000000000,-4.68750000000000,15.625
3.0,-6.30000000000000,-6.30000000000000,21.599999999999998
3.5,-7.96250000000000,-7.96250000000000,28.174999999999997
4.0,-9.60000000000000,-9.60000000000000,35.2
4.5,-11.1375000000000,-11.1375000000000,42.525000000000006
5.0,-12.5000000000000,-12.5000000000000,50.0
5.5,-13.6125000000000,-13.6125000000000,57.474999999999994
6.0,-14.4000000000000,-14.4000000000000,64.8
6.5,-14.7875000000000,-14.7875000000000,71.82499999999999
7.0,-14.7000000000000,-14.7000000000000,78.39999999999999
7.5,-14.0625000000000,-14.0625000000000,84.375
8.0,-12.8000000000000,-12.8000000000000,89.6
8.5,-10.8375000000000,-10.8375000000000,93.925
9.0,-8.09999999999999,-8.09999999999999,97.19999999999999
9.5,-4.51249999999999,-4.51249999999999,99.27499999999999
10.0,0,0,100.0
10.5,2.68465898285515,4.94936714405190,100.0
11.0,2.35793450140541,9.83288008173696,100.0
11.5,1.44877441062800,14.7036560713493,100.0
12.0,2.38612656550016,19.6148123711828,100.0
12.239789260248704,4.20304568527919,22.0000000000000,100.0
12.739789260248704,9.20254866972695,26.6414372264641,100.0
13.239789260248704,14.2010921884236,30.5906854474178,100.0
13.739789260248704,19.1987280893992,33.8851494752037,100.0
14.239789260248704,24.1955082206838,36.5622341221642,100.0
14.739789260248704,29.1914844303076,38.6593442006416,100.0
15.239789260248704,34.1867085663004,40.2138845229784,100.0
15.739789260248704,39.1812324766925,41.2632599015170,100.0
16.239789260248706,44.1751080095139,41.8448751485997,100.0
16.739789260248706,49.1683870127947,41.9961350765691,100.0
17.239789260248706,54.1611213345649,41.7544444977675,100.0
17.739789260248706,59.1533628228545,41.1572082245374,100.0
18.239789260248706,64.1451633256937,40.2418310692211,100.0
18.739789260248706,69.1365746911126,39.0457178441611,100.0
19.239789260248706,74.1276487671411,37.6062733616998,100.0
19.739789260248706,79.1184374018094,35.9609024341796,100.0
20.239789260248706,84.1089924431475,34.1470098739429,100.0
20.739789260248706,89.0993657391854,32.2020004933321,100.0
21.239789260248706,94.0896091379533,30.1632791046896,100.0
21.739789260248706,99.0797744874813,28.0682505203579,100.0
22.239789260248706,104.069913635799,25.9543195526794,100.0
22.739789260248706,109.060078430937,23.8588910139964,100.0
23.239789260248706,114.050320720926,21.8193697166515,100.0
23.739789260248706,119.040692353795,19.8731604729869,100.0
24.239789260248706,124.031245177574,18.0576680953452,100.0
24.739789260248706,129.022031040293,16.4102973960687,100.0
25.239789260248706,134.013101789983,14.9684531874998,100.0
25.739789260248706,139.004509274673,13.7695402819811,100.0
26.239789260248706,143.996305342394,12.8509634918547,100.0
26.739789260248706,148.988541841176,12.2501276294633,100.0
27.239789260248706,153.981270619049,12.0044375071492,100.0
27.739789260248706,158.974543524042,12.1512979372548,100.0
28.239789260248706,163.968412404186,12.7281137321226,100.0
28.739789260248706,168.962929107511,13.7722897040948,100.0
29.239789260248706,173.958145482047,15.3212306655141,100.0
29.739789260248706,178.954113375825,17.4123414287227,100.0
30.239789260248706,183.950884636873,20.0830268060631,100.0
30.739789260248706,188.948511113223,23.3706916098777,100.0
31.239789260248706,193.947044652903,27.3127406525090,100.0
31.739789260248706,198.946537103946,31.9465787462990,100.0
31.74513555563434,199.000000000000,32.0000000000000,100.0
32.24513555563434,203.247864765994,36.6615134452643,100.0
32.74513555563434,206.043640489198,40.6695372053759,100.0
33.24513555563434,207.465599307448,44.0592964168124,100.0
33.74513555563434,207.592013358580,46.8660162160518,100.0
34.24513555563434,206.501154780427,49.1249217395718,100.0
34.74513555563434,204.271295710827,50.8712381238503,100.0
35.24513555563434,200.980708287613,52.1401905053650,100.0
35.74513555563434,196.707664648622,52.9670040205937,100.0
36.24513555563434,191.530436931687,53.3869038060144,100.0
36.74513555563434,185.527297274646,53.4351149981047,100.0
37.24513555563434,178.776517815332,53.1468627333424,100.0
37.74513555563434,171.356370691581,52.5573721482055,100.0
38.24513555563434,163.345128041229,51.7018683791717,100.0
38.74513555563434,154.821062002109,50.6155765627187,100.0
39.24513555563434,145.862444712059,49.3337218353245,100.0
39.74513555563434,136.547548308913,47.8915293334668,100.0
40.24513555563434,126.954644930506,46.3242241936235,100.0
40.74513555563434,117.162006714673,44.6670315522722,100.0
41.24513555563434,107.247905799250,42.9551765458910,100.0
41.74513555563434,97.2906143220721,41.2238843109575,100.0
42.24513555563434,87.3684044209741,39.5083799839495,100.0
42.74513555563434,77.5595482337916,37.8438887013449,100.0
43.24513555563434,67.9423178983597,36.2656355996215,100.0
43.74513555563434,58.5949855525136,34.8088458152571,100.0
44.24513555563434,49.5958233340886,33.5087444847294,100.0
44.74513555563434,41.0231033809199,32.4005567445165,100.0
45.24513555563434,32.9550978308428,31.5195077310959,100.0
45.74513555563434,25.4700788216925,30.9008225809455,100.0
46.24513555563434,18.6463184913041,30.5797264305431,100.0
46.74513555563434,12.5620889775130,30.5914444163666,100.0
47.24513555563434,7.29566241815439,30.9712016748937,100.0
47.74513555563434,2.92531095106347,31.7542233426024,100.0
48.24513555563434,-0.470693285924426,32.9757345559702,100.0
48.74513555563434,-2.81407815497425,34.6709604514751,100.0
49.24513555563434,-4.02657151825065,36.8751261655949,100.0
49.74513555563434,-4.02990123791824,39.6234568348075,100.0
50.24513555563434,-2.74579517614211,42.9511775955904,100.0
50.74513555563434,-0.0959811950867788,46.8935135844216,100.0
51.24513555563434,3.99781284308278,51.4856899377791,100.0
51.29693550577761,4.50761421319800,52.0000000000000,100.0
51.79693550577761,9.50563631660767,56.6615134452643,100.0
52.29693550577761,14.4998398487861,60.6695372053759,100.0
52.79693550577761,19.4904306426574,64.0592964168124,100.0
53.29693550577761,24.4776145311456,66.8660162160518,100.0
53.79693550577761,29.4615973471750,69.1249217395718,100.0
54.29693550577761,34.4425849236695,70.8712381238503,100.0
54.79693550577761,39.4207830935534,72.1401905053650,100.0
55.29693550577761,44.3963976897506,72.9670040205938,100.0
55.79693550577761,49.3696345451854,73.3869038060144,100.0
56.29693550577761,54.3406994927818,73.4351149981047,100.0
56.79693550577761,59.3097983654639,73.1468627333424,100.0
57.29693550577761,64.2771369961560,72.5573721482055,100.0
57.79693550577761,69.2429212177819,71.7018683791716,100.0
58.29693550577761,74.2073568632660,70.6155765627187,100.0
58.79693550577761,79.1706497655322,69.3337218353246,100.0
59.29693550577761,84.1330057575048,67.8915293334669,100.0
59.79693550577761,89.0946306721077,66.3242241936235,100.0
60.29693550577761,94.0557303422652,64.6670315522723,100.0
60.79693550577761,99.0165106009013,62.9551765458910,100.0
61.29693550577761,103.977177280940,61.2238843109575,100.0
61.79693550577761,108.937936215306,59.5083799839495,100.0
62.29693550577761,113.898993236922,57.8438887013449,100.0
62.79693550577761,118.860554178714,56.2656355996216,100.0
63.29693550577761,123.822824873605,54.8088458152572,100.0
63.79693550577761,128.786011154519,53.5087444847296,100.0
