Time,TX,TY,TZ
0.0,0,0,0.0
0.5,-0.237500000000000,-0.237500000000000,0.725
1.0,-0.900000000000000,-0.900000000000000,2.8
1.5,-1.91250000000000,-1.91250000000000,6.075000000000001
2.0,-3.20000000000000,-3.20000000000000,10.4
2.5,-4.68750000000000,-4.68750000000000,15.625
3.0,-6.30000000000000,-6.30000000000000,21.599999999999998
3.5,-7.96250000000000,-7.96250000000000,28.174999999999997
4.0,-9.60000000000000,-9.60000000000000,35.2
4.5,-11.1375000000000,-11.1375000000000,42.525000000000006
5.0,-12.5000000000000,-12.5000000000000,50.0
5.5,-13.6125000000000,-13.6125000000000,57.474999999999994
6.0,-14.4000000000000,-14.4000000000000,64.8
6.5,-14.7875000000000,-14.7875000000000,71.82499999999999
7.0,-14.7000000000000,-14.7000000000000,78.39999999999999
7.5,-14.0625000000000,-14.0625000000000,84.375
8.0,-12.8000000000000,-12.8000000000000,89.6
8.5,-10.8375000000000,-10.8375000000000,93.925
9.0,-8.09999999999999,-8.09999999999999,97.19999999999999
9.5,-4.51249999999999,-4.51249999999999,99.27499999999999
10.0,0,0,100.0
10.5,3.68027999269023,4.89646319156105,100.0
11.0,5.27935810395129,9.62964856712570,100.0
11.5,5.63459153356873,14.2652498280162,100.0
12.0,5.58333748132811,18.8689606755546,100.0
12.5,5.96295314701499,23.5064748110634,100.0
13.0,7.61079573041489,28.2434859358646,100.0
13.485440958723672,11.2173913043478,33.0000000000000,100.0
13.985440958723672,16.2113214549784,37.2456027623255,100.0
14.485440958723672,21.1941135853043,40.1069056450680,100.0
14.985440958723672,26.1672702129761,41.7706505418766,100.0
15.485440958723672,31.1322938556450,42.4235793464003,100.0
15.985440958723672,36.0906870309618,42.2524339522882,100.0
16.48544095872367,41.0439522565775,41.4439562531895,100.0
16.98544095872367,45.9935920501428,40.1848881427530,100.0
17.48544095872367,50.9411089293088,38.6619715146279,100.0
17.98544095872367,55.8880054117263,37.0619482624633,100.0
18.48544095872367,60.8357840150462,35.5715602799083,100.0
18.98544095872367,65.7859472569195,34.3775494606117,100.0
19.48544095872367,70.7399976549971,33.6666576982229,100.0
19.98544095872367,75.6994377269299,33.6256268863908,100.0
20.48544095872367,80.6657699903687,34.4411989187644,100.0
20.98544095872367,85.6404969629645,36.3001156889929,100.0
21.48544095872367,90.6251211623682,39.3891190907253,100.0
21.898345757603156,94.7500000000000,43.0000000000000,100.0
22.398345757603156,98.0887813233370,47.3545746861283,100.0
22.898345757603156,98.3744437337870,50.5229357446830,100.0
23.398345757603156,96.0109648920087,52.6620386759184,100.0
23.898345757603156,91.4023224586609,53.9288389800891,100.0
24.398345757603156,84.9524940944018,54.4802921574496,100.0
24.898345757603156,77.0654574598905,54.4733537082543,100.0
25.398345757603156,68.1451902157855,54.0649791327579,100.0
25.898345757603156,58.5956700227452,53.4121239312146,100.0
26.398345757603156,48.8208745414284,52.6717436038791,100.0
26.898345757603156,39.2247814324936,52.0007936510058,100.0
27.398345757603156,30.2113683565998,51.5562295728493,100.0
27.898345757603156,22.1846129744053,51.4950068696638,100.0
28.398345757603156,15.5484929465688,51.9740810417041,100.0
28.898345757603156,10.7069859337490,53.1504075892246,100.0
29.398345757603156,8.06406959660444,55.1809420124798,100.0
29.898345757603156,8.02372159579380,58.2226398117240,100.0
30.398345757603156,10.9899195919757,62.4324564872120,100.0
30.4559886923863,11.5434782608696,63.0000000000000,100.0
30.9559886923863,16.5245828067406,67.3843301089203,100.0
31.4559886923863,21.4707434001769,70.6300826931872,100.0
31.9559886923863,26.3862304749133,72.8764011390600,100.0
32.4559886923863,31.2753144646848,74.2624288327977,100.0
32.9559886923863,36.1422658032262,74.9273091606597,100.0
33.4559886923863,40.9913549242724,75.0101855089050,100.0
33.9559886923863,45.8268522615582,74.6502012637929,100.0
34.4559886923863,50.6530282488185,73.9864998115825,100.0
34.9559886923863,55.4741533197882,73.1582245385330,100.0
35.4559886923863,60.2944979082021,72.3045188309035,100.0
35.9559886923863,65.1183324477952,71.5645260749533,100.0
36.4559886923863,69.9499273723023,71.0773896569416,100.0
36.9559886923863,74.7935531154582,70.9822529631274,100.0
37.4559886923863,79.6534801109979,71.4182593797699,100.0
37.9559886923863,84.5339787926562,72.5245522931285,100.0
38.4559886923863,89.4393195941680,74.4402750894621,100.0
38.9559886923863,94.3737729492681,77.3045711550301,100.0
39.4559886923863,99.3416092916914,81.2565838760916,100.0
39.63875292763758,101.166666666667,83.0000000000000,100.0
40.13875292763758,104.426123457116,87.3333776678710,100.0
40.63875292763758,104.501833836100,90.4473909177413,100.0
41.13875292763758,101.839807815071,92.5128601189965,100.0
41.63875292763758,96.8860554054807,93.7006056410227,100.0
42.13875292763758,90.0865866187824,94.1814478532055,100.0
42.63875292763758,81.8874114664285,94.1262071249308,100.0
43.13875292763758,72.7345399598718,93.7057038255845,100.0
43.63875292763758,63.0739821105643,93.0907583245522,100.0
44.13875292763758,53.3517479299591,92.4521909912199,100.0
44.63875292763758,44.0138474295082,91.9608221949733,100.0
45.13875292763758,35.5062906206644,91.7874723051982,100.0
45.63875292763758,28.2750875148806,92.1029616912807,100.0
46.13875292763758,22.7662481236086,93.0781107226062,100.0
46.63875292763758,19.4257824583016,94.8837397685608,100.0
47.13875292763758,18.6997005304118,97.6906691985303,100.0
47.63875292763758,21.0340123513918,101.669719381900,100.0
47.777037561870586,22.2796101949025,103.000000000000,100.0
48.277037561870586,27.2382617612402,107.274938738905,100.0
48.777037561870586,32.1224044401281,110.243334445537,100.0
49.277037561870586,36.9443202013790,112.120556354766,100.0
49.777037561870586,41.7162910148054,113.121973701467,100.0
50.277037561870586,46.4505988502199,113.462955720512,100.0
50.777037561870586,51.1595256774351,113.358871646774,100.0
51.277037561870586,55.8553534662636,113.025090715124,100.0
51.777037561870586,60.5503641865181,112.676982160437,100.0
52.277037561870586,65.2568398080111,112.529915217585,100.0
52.777037561870586,69.9870623005551,112.799259121440,100.0
53.277037561870586,74.7533136339629,113.700383106875,100.0
53.777037561870586,79.5678757780471,115.448656408764,100.0
54.277037561870586,84.4430307026201,118.259448261977,100.0
54.777037561870586,89.3910603774947,122.348127901389,100.0
54.84356341941206,90.0555555555555,123.000000000000,100.0
55.34356341941206,88.1419475272467,127.401761972439,100.0
55.84356341941206,83.7139938822845,131.585956336741,100.0
55.991733631384164,84.4137931034483,133.000000000000,100.0
56.491733631384164,88.6980244516988,137.140491576028,100.0
56.991733631384164,91.6126120582528,139.636289254174,100.0
57.491733631384164,93.2503962658140,140.598877459528,100.0
57.991733631384164,93.7042174170863,140.139740617181,100.0
58.491733631384164,93.0669158547733,138.370363152224,100.0
58.991733631384164,91.4313319215788,135.402229489747,100.0
59.491733631384164,88.8903059602065,131.346824054842,100.0
59.991733631384164,85.5366783133601,126.315631272598,100.0
60.491733631384164,81.4632893237435,120.420135568107,100.0
60.991733631384164,76.7629793340604,113.771821366459,100.0
61.491733631384164,71.5285886870145,106.482173092746,100.0
61.991733631384164,65.8529577253096,98.6626751720571,100.0
62.491733631384164,59.8289267916491,90.4248120294839,100.0
62.991733631384164,53.5493362287374,81.8800680901175,100.0
