TX,TY,TZ
-13.829692308178913,-13.829692308178913,85.65111958930973
-13.785747566715465,-13.785747566715465,85.86885136894807
-13.740766218039752,-13.740766218039752,86.0853131437875
-13.694743433236162,-13.694743433236162,86.30049525599686
-13.64767438338913,-13.64767438338913,86.514388047745
-13.59955423958305,-13.59955423958305,86.72698186120073
-13.550378172902363,-13.550378172902363,86.93826703853286
-13.500141354431463,-13.500141354431463,87.14823392191025
-13.448838955254772,-13.448838955254772,87.35687285350174
-13.396466146456703,-13.396466146456703,87.56417417547614
-13.343018099121686,-13.343018099121686,87.77012823000226
-13.288489984334106,-13.288489984334106,87.97472535924898
-13.232876973178406,-13.232876973178406,88.17795590538509
-13.176174236738987,-13.176174236738987,88.37981021057944
-13.118376946100263,-13.118376946100263,88.58027861700081
-13.059480272346654,-13.059480272346654,88.7793514668181
-12.99947938656257,-12.99947938656257,88.97701910220012
-12.93836945983243,-12.93836945983243,89.17327186531567
-12.87614566324065,-12.87614566324065,89.36810009833361
-12.812803167871643,-12.812803167871643,89.56149414342276
-12.748337144809817,-12.748337144809817,89.75344434275195
-12.682742765139587,-12.682742765139587,89.94394103848998
-12.616015199945394,-12.616015199945394,90.13297457280575
-12.548149620311627,-12.548149620311627,90.32053528786803
-12.47914119732269,-12.47914119732269,90.50661352584567
-12.408985102063028,-12.408985102063028,90.6911996289075
-12.337676505617047,-12.337676505617047,90.87428393922232
-12.265210579069148,-12.265210579069148,91.05585679895901
-12.191582493503759,-12.191582493503759,91.23590855028638
-12.116787420005288,-12.116787420005288,91.41442953537323
-12.040820529658149,-12.040820529658149,91.59141009638844
-11.963676993546763,-11.963676993546763,91.76684057550081
-11.885351982755552,-11.885351982755552,91.94071131487918
-11.805840668368909,-11.805840668368909,92.11301265669238
-11.72513822147127,-11.72513822147127,92.2837349431092
-11.64323981314704,-11.64323981314704,92.45286851629854
-11.56014061448063,-11.56014061448063,92.62040371842917
-11.47583579655646,-11.47583579655646,92.78633089166996
-11.39032053045895,-11.39032053045895,92.95064037818972
-11.303589987272495,-11.303589987272495,93.11332252015727
-11.215639338081544,-11.215639338081544,93.27436765974147
-11.126463753970484,-11.126463753970484,93.4337661391111
-11.036058406023734,-11.036058406023734,93.59150830043505
