Time,TX,TY,TZ
0.0,0,0,0.0
0.5,-0.237500000000000,-0.237500000000000,0.725
1.0,-0.900000000000000,-0.900000000000000,2.8
1.5,-1.91250000000000,-1.91250000000000,6.075000000000001
2.0,-3.20000000000000,-3.20000000000000,10.4
2.5,-4.68750000000000,-4.68750000000000,15.625
3.0,-6.30000000000000,-6.30000000000000,21.599999999999998
3.5,-7.96250000000000,-7.96250000000000,28.174999999999997
4.0,-9.60000000000000,-9.60000000000000,35.2
4.5,-11.1375000000000,-11.1375000000000,42.525000000000006
5.0,-12.5000000000000,-12.5000000000000,50.0
5.5,-13.6125000000000,-13.6125000000000,57.474999999999994
6.0,-14.4000000000000,-14.4000000000000,64.8
6.5,-14.7875000000000,-14.7875000000000,71.82499999999999
7.0,-14.7000000000000,-14.7000000000000,78.39999999999999
7.5,-14.0625000000000,-14.0625000000000,84.375
8.0,-12.8000000000000,-12.8000000000000,89.6
8.5,-10.8375000000000,-10.8375000000000,93.925
9.0,-8.09999999999999,-8.09999999999999,97.19999999999999
9.5,-4.51249999999999,-4.51249999999999,99.27499999999999
10.0,0,0,100.0
10.5,4.38983073121732,4.68829859803448,100.0
11.0,7.75389590901088,8.85259086299351,100.0
11.5,10.3840550095930,12.6419715011605,100.0
12.0,12.5721675091762,16.2055352188189,100.0
12.5,14.6100928839726,19.6923767222522,100.0
13.0,16.7896906101948,23.2515907177436,100.0
13.5,19.4028201640550,27.0322719115767,100.0
14.0,22.7413410217657,31.1835150100348,100.0
14.5,27.0971126595392,35.8544147194014,100.0
14.514587111358274,27.2424242424242,36.0000000000000,100.0
15.014587111358274,32.2341671978944,40.1791506526442,100.0
15.514587111358274,37.2109145956712,42.8675628574774,100.0
16.014587111358274,42.1749442328040,44.2916769848507,100.0
16.514587111358274,47.1285339063419,44.6779334051151,100.0
17.014587111358274,52.0739614133343,44.2527724886218,100.0
17.514587111358274,57.0135045508306,43.2426346057217,100.0
18.014587111358274,61.9494411158800,41.8739601267659,100.0
18.514587111358274,66.8840489055319,40.3731894221055,100.0
19.014587111358274,71.8196057168355,38.9667628620916,100.0
19.514587111358274,76.7583893468402,37.8811208170752,100.0
20.014587111358274,81.7026775925953,37.3427036574073,100.0
20.514587111358274,86.6547482511500,37.5779517534390,100.0
21.014587111358274,91.6168791195538,38.8133054755214,100.0
21.514587111358274,96.5913479948558,41.2752051940055,100.0
22.014587111358274,101.580432674105,45.1900912792424,100.0
22.097946984422546,102.413793103448,46.0000000000000,100.0
22.597946984422546,105.763075569663,50.3574510613025,100.0
23.097946984422546,106.076649869519,53.5332395906662,100.0
23.597946984422546,103.753106354837,55.6825186062755,100.0
24.097946984422546,99.1910353774359,56.9604411263147,100.0
24.597946984422546,92.7890272891347,57.5221601689682,100.0
25.097946984422546,84.9456724417531,57.5228287524202,100.0
25.597946984422546,76.0595611871105,57.1175998948550,100.0
26.097946984422546,66.5292838770263,56.4616266144572,100.0
26.597946984422546,56.7534308633199,55.7100619294109,100.0
27.097946984422546,47.1305924978107,55.0180588579005,100.0
27.597946984422546,38.0593591323181,54.5407704181104,100.0
28.097946984422546,29.9383211186616,54.4333496282248,100.0
28.597946984422546,23.1660688086606,54.8509495064283,100.0
29.097946984422546,18.1411925541343,55.9487230709049,100.0
29.597946984422546,15.2622827069023,57.8818233398392,100.0
30.097946984422546,14.9279296187838,60.8054033314153,100.0
30.597946984422546,17.5367236415984,64.8746160638177,100.0
30.714057491115046,18.6060606060606,66.0000000000000,100.0
31.214057491115046,23.5979177846003,70.1822423900778,100.0
31.714057491115046,28.5749794997292,72.8786235396155,100.0
32.21405749111504,33.5394810207120,74.3136244175693,100.0
32.71405749111504,38.4936576168134,74.7117259928957,100.0
33.21405749111504,43.4397445572982,74.2974092345508,100.0
33.71405749111504,48.3799771114311,73.2951551114913,100.0
34.21405749111504,53.3165905484767,71.9294445926732,100.0
34.71405749111504,58.2518201376999,70.4247586470530,100.0
35.21405749111504,63.1879011483652,69.0055782435872,100.0
35.71405749111504,68.1270688497375,67.8963843512318,100.0
36.21405749111504,73.0715585110815,67.3216579389433,100.0
36.71405749111504,78.0236054016619,67.5058799756781,100.0
37.21405749111504,82.9854447907433,68.6735314303924,100.0
37.71405749111504,87.9593119475905,71.0490932720427,100.0
38.21405749111504,92.9474421414683,74.8570464695852,100.0
38.33315418981625,94.1379310344827,76.0000000000000,100.0
38.83315418981625,98.0660678729183,80.0185091825255,100.0
39.33315418981625,99.9719489814411,82.1852657340554,100.0
39.83315418981625,100.037780249876,82.6671131605194,100.0
40.33315418981625,98.4457675680465,81.6308949678475,100.0
40.83315418981625,95.3781168257780,79.2434546619693,100.0
41.33315418981625,91.0170339128945,75.6716357488147,100.0
41.83315418981625,85.5447247192205,71.0822817343135,100.0
42.33315418981625,79.1433951345806,65.6422361243958,100.0
42.83315418981625,71.9952510487989,59.5183424249910,100.0
43.33315418981625,64.2824983517001,52.8774441420292,100.0
43.83315418981625,56.1873429331085,45.8863847814401,100.0
44.33315418981625,47.8919906828488,38.7120078491538,100.0
44.83315418981625,39.5786474907451,31.5211568510997,100.0
45.33315418981625,31.4295192466219,24.4806752932078,100.0
45.83315418981625,23.6268118403036,17.7574066814080,100.0
46.33315418981625,16.3527311616152,11.5181945216303,100.0
46.83315418981625,9.78948310038021,5.92988231980405,100.0
47.33315418981625,4.11927354642364,1.15931358185929,100.0
47.83315418981625,-0.475691610430090,-2.62666818627400,100.0
48.33315418981625,-3.81320648035677,-5.26121947866619,100.0
48.83315418981625,-5.71106517353167,-6.57749678938711,100.0
49.33315418981625,-5.98706180013050,-6.40865661250740,100.0
49.83315418981625,-4.45899047032901,-4.58785544209695,100.0
50.33315418981625,-0.944645294302518,-0.948249772226177,100.0
50.43189381816309,0,0,100.0
50.93189381816309,4.27499999999998,4.27499999999998,99.275
51.43189381816309,7.19999999999998,7.19999999999998,97.2
51.93189381816309,8.92500000000000,8.92500000000000,93.925
52.43189381816309,9.59999999999992,9.59999999999992,89.6
52.93189381816309,9.37499999999995,9.37499999999995,84.375
53.43189381816309,8.39999999999999,8.39999999999999,78.4
53.93189381816309,6.82499999999989,6.82499999999989,71.825
54.43189381816309,4.79999999999993,4.79999999999993,64.8
54.93189381816309,2.47499999999999,2.47499999999999,57.474999999999994
55.43189381816309,-1.27897692436818e-13,-1.27897692436818e-13,50.0
55.93189381816309,-2.47500000000007,-2.47500000000007,42.525000000000006
56.43189381816309,-4.80000000000003,-4.80000000000003,35.2
56.93189381816309,-6.82500000000012,-6.82500000000012,28.17500000000001
57.43189381816309,-8.40000000000003,-8.40000000000003,21.60000000000001
57.93189381816309,-9.37499999999997,-9.37499999999997,15.625
58.43189381816309,-9.59999999999997,-9.59999999999997,10.400000000000006
58.93189381816309,-8.92500000000001,-8.92500000000001,6.075000000000003
59.43189381816309,-7.19999999999999,-7.19999999999999,2.8000000000000114
59.93189381816309,-4.27499999999992,-4.27499999999992,0.7250000000000085
60.43189381816309,5.68434188608080e-14,5.68434188608080e-14,0.0
